OKAYAMA Yuta,JPN,OLANDA BASE/WATERSLEY,
BOLZAN Edoardo,ITA,G.S. WINNERBIKE,
SWADLING James,GBR,8POINT8 GROUP,
GOERTZ Lucas,CAN,CANADA,
VILLAR THIERY Aubin,FRA,EC CHATEAU THIERRY,
MAILLEFER Simon,SUI,VÉLO CLUB VEVEY,
AMEY Alfie,GBR,TRINITY RACING,
JELSPERGER Mathieu,FRA,UC HAGUENAU,
GUÉRIN Morgan,SUI,PSP INTERNATIONAL SUPERIOR CYCLING TEAM,
HURT Joel Darren,GBR,DCC,
LEMARDELE Maxence,FRA,VC ST LO,
FERY Florian,FRA,VTT FUN CLUB,
CHISHOLM Sam,GBR,THE CYCLING ACADEMY,
NUYENS Wies,BEL,PAUWELS SAUZEN - ALTEZ INDUSTRIEBOUW CYCLING TEAM,
DOCKX Gilles,BEL,WANTY - NIPPO - RE UZ,
BERCKMOES Jenno,BEL,LOTTO,
VAN DEN BROEK Axel,BEL,CHARLES-LIÉGEOIS ROASTERY CX,
